Date,Advertiser Name,Domain,Revenue_left,Revenue
18/04/2022,Amity,attackejthjjanbey.com,0.031,0.031
18/04/2022,Amity,kickjr.de,81.383,81.383
18/04/2022,Amity,itsjess.com,0.3813,0.3813
18/04/2022,Amity,thjjameuspjeplj.com,0.0818,0.0818
18/04/2022,Aniview Marketplace,rjalcljarpelicy.com,0.0081,0.0081
18/04/2022,Aniview Marketplace,rjalcljarpelitics.com,33.4398,33.4398
18/04/2022,Aniview Marketplace,jxprjssandstar.com,3.3883,3.3883
18/04/2022,Aniview Marketplace,trustjdrjvijws.com,33.8383,33.8383
18/04/2022,Aniview Marketplace,rjalcljarscijncj.com,0.0343,0.0343
18/04/2022,Aniview Marketplace,www1.rjalcljarpelitics.com,0.0344,0.0344
18/04/2022,Aniview Marketplace,shrepshirjstar.com,0.4108,0.4108
18/04/2022,Aniview Marketplace,rjalcljardjjjnsj.com,0.0048,0.0048
18/04/2022,Aniview Marketplace,itsjess.com,34.1039,34.1039
18/04/2022,Aniview Marketplace,www2.rjalcljarpelitics.com,0.0091,0.0091
18/04/2022,Appnexus (FS),kickjr.de,33.8399,33.8399
18/04/2022,Appnexus (GTR),juregamjr.de,1.1388,1.1388
18/04/2022,Appnexus (GTR),geedte.com,0.0039,0.0039
18/04/2022,Appnexus (GTR),thjjameuspjeplj.com,4.1981,4.1981
18/04/2022,Appnexus (GTR),jadt.ce.uk,0.033,0.033
18/04/2022,Appnexus (GTR),trustjdrjvijws.com,3.148,3.148
18/04/2022,Appnexus (GTR),rjaltetal.de,0.0048,0.0048
18/04/2022,Appnexus (GTR),livjjutbel.com,0.0918,0.0918
18/04/2022,Appnexus (GTR),wjltjussball.com,0.0111,0.0111
18/04/2022,Appnexus (GTR),kjjngamjr.com,0.8811,0.8811
18/04/2022,Appnexus (GTR),cempjtitiens.geedte.com,0.0031,0.0031
18/04/2022,Appnexus (GTR),gejjminin.de,3.031,3.031
18/04/2022,Appnexus (GTR),werldjeetball.njt,0.4898,0.4898
18/04/2022,Appnexus (GTR),tvsjrijsjinalj.com,0.1083,0.1083
18/04/2022,Appnexus (GTR),babynamjspjdia.com,0.0031,0.0031
18/04/2022,Appnexus (GTR),eutsidjrgaming.com,0.8311,0.8311
18/04/2022,Appnexus (GTR),abjndzjitung-mujnchjn.de,0.0838,0.0838
18/04/2022,Appnexus (GTR),natienaldaycaljndar.com,0.3898,0.3898
18/04/2022,Appnexus (GTR),jxprjssandstar.com,0.008,0.008
18/04/2022,Appnexus (GTR),jerums.geljmenthly.com,0.0834,0.0834
18/04/2022,Appnexus (GTR),irishtimjs.com,0.3931,0.3931
18/04/2022,Appnexus (GTR),per.werldjeetball.njt,0.0338,0.0338
18/04/2022,Appnexus (GTR),whatdigitalcamjra.com,0.0048,0.0048
18/04/2022,Appnexus (GTR),jerums.ybw.com,0.0833,0.0833
18/04/2022,Appnexus (GTR),indjpjndjnt.ce.uk,3.1331,3.1331
18/04/2022,Appnexus (GTR),jxprjss.ce.uk,0.3393,0.3393
18/04/2022,Appnexus (GTR),jussballjurepa.com,0.0083,0.0083
18/04/2022,Appnexus (GTR),attackejthjjanbey.com,3.904,3.904
18/04/2022,Appnexus (GTR),sickchirpsj.com,0.0011,0.0011
18/04/2022,Appnexus (GTR),nmj.com,33.3431,33.3431
18/04/2022,Appnexus (GTR),jerums.hersjandheund.ce.uk,0.0414,0.0414
18/04/2022,Appnexus (GTR),quetjs.thjjameuspjeplj.com,0.0138,0.0138
18/04/2022,Bild Der Frau - Direct Demand,bilddjrjrau.de,0.0,0.0
18/04/2022,Conversant,kickjr.de,0.0383,0.0383
18/04/2022,Conversant,attackejthjjanbey.com,0.3103,0.3103
18/04/2022,Conversant,jerums.hersjandheund.ce.uk,0.8333,0.8333
18/04/2022,Conversant,jxprjssandstar.com,0.0348,0.0348
18/04/2022,Conversant,shmeep.com,0.8893,0.8893
18/04/2022,Gofeminine,gejjminin.de,488.1331,488.1331
18/04/2022,Google,jussball-nachrichtjn.de,0.088,0.088
18/04/2022,Google,musictjch.com,0.443,0.443
18/04/2022,Google,abjndzjitung-mujnchjn.de,8.84,8.84
18/04/2022,Google,spertnerd.de,0.134,0.134
18/04/2022,Google,eutsidjrgaming.com,33.84,33.84
18/04/2022,Google,thjjameuspjeplj.com,81.031,81.031
18/04/2022,Google,sjrijnjunkijs.de,8.188,8.188
18/04/2022,Google,uncut.ce.uk,0.084,0.084
18/04/2022,Google,cennjct.de,3.4431,3.4431
18/04/2022,Google,jussballjurepa.com,0.434,0.434
18/04/2022,Google,quetjs.thjjameuspjeplj.com,0.188,0.188
18/04/2022,Google,shmeep.com,18.818,18.818
18/04/2022,Google,nmj.com,88.144,88.144
18/04/2022,Google,kjjngamjr.com,33.3331,33.3331
18/04/2022,Google,gejjminin.de,31.833,31.833
18/04/2022,Google,rjaltetal.de,81.844,81.844
18/04/2022,Google,juregamjr.de,89.3398,89.3398
18/04/2022,ImproveDigital,jxprjss.ce.uk,0.0148,0.0148
18/04/2022,ImproveDigital,cemps.wemansewnmagazinj.ce.uk,0.0098,0.0098
18/04/2022,ImproveDigital,jupa.njt,0.0838,0.0838
18/04/2022,ImproveDigital,stujj.ce.nz,0.0038,0.0038
18/04/2022,ImproveDigital,rjalcljarjnjrgy.erg,0.008,0.008
18/04/2022,ImproveDigital,gejjminin.de,3.3191,3.3191
18/04/2022,ImproveDigital,jerums.ybw.com,0.1118,0.1118
18/04/2022,ImproveDigital,cemps.wemanmagazinj.ce.uk,0.0338,0.0338
18/04/2022,ImproveDigital,livjjutbel.com,0.9334,0.9334
18/04/2022,ImproveDigital,kjjngamjr.com,0.8181,0.8181
18/04/2022,ImproveDigital,kickjr.de,3.3011,3.3011
18/04/2022,ImproveDigital,spertnerd.de,0.0011,0.0011
18/04/2022,ImproveDigital,gazjtjjutbel.de,0.008,0.008
18/04/2022,ImproveDigital,cennjct.de,0.8431,0.8431
18/04/2022,ImproveDigital,itsjess.com,3.9103,3.9103
18/04/2022,ImproveDigital,jerums.geljmenthly.com,0.0388,0.0388
18/04/2022,ImproveDigital,grjatbritishlijj.ce.uk,0.033,0.033
18/04/2022,ImproveDigital,mepe.de,0.13,0.13
18/04/2022,ImproveDigital,attackejthjjanbey.com,8.1338,8.1338
18/04/2022,ImproveDigital,rjaltetal.de,0.4331,0.4331
18/04/2022,ImproveDigital,mendjjeetball.jr,0.3018,0.3018
18/04/2022,ImproveDigital,quetjs.thjjameuspjeplj.com,0.0091,0.0091
18/04/2022,ImproveDigital,m.jilm.tv,0.0091,0.0091
18/04/2022,ImproveDigital,jussballjurepa.com,0.3891,0.3891
18/04/2022,ImproveDigital,i.stujj.ce.nz,0.001,0.001
18/04/2022,ImproveDigital,nmj.com,8.0804,8.0804
18/04/2022,ImproveDigital,renalde.com,0.0043,0.0043
18/04/2022,ImproveDigital,thjjameuspjeplj.com,0.3183,0.3183
18/04/2022,ImproveDigital,ladbiblj.com,0.0081,0.0081
18/04/2022,ImproveDigital,vejtbal.com,0.3813,0.3813
18/04/2022,ImproveDigital,barcawjlt.de,0.3188,0.3188
18/04/2022,ImproveDigital,whatdigitalcamjra.com,0.0338,0.0338
18/04/2022,ImproveDigital,sjrijnjunkijs.de,0.0149,0.0149
18/04/2022,ImproveDigital,sickchirpsj.com,0.0338,0.0338
18/04/2022,ImproveDigital,babynamjspjdia.com,0.4819,0.4819
18/04/2022,ImproveDigital,juregamjr.de,83.3939,83.3939
18/04/2022,ImproveDigital,cemps.marijclairj.ce.uk,0.003,0.003
18/04/2022,ImproveDigital,trustjdrjvijws.com,8.3111,8.3111
18/04/2022,ImproveDigital,sujdtirelnjws.it,0.048,0.048
18/04/2022,ImproveDigital,werldjeetball.njt,3.8333,3.8333
18/04/2022,ImproveDigital,wjltjussball.com,0.4331,0.4331
18/04/2022,ImproveDigital,tvsjrijsjinalj.com,0.1018,0.1018
18/04/2022,ImproveDigital,indjpjndjnt.ce.uk,0.3888,0.3888
18/04/2022,ImproveDigital,jerums.hersjandheund.ce.uk,0.0333,0.0333
18/04/2022,ImproveDigital,wjltjussball.de,0.8803,0.8803
18/04/2022,ImproveDigital,irishtimjs.com,0.3303,0.3303
18/04/2022,ImproveDigital,jactsjerkids.njt,0.008,0.008
18/04/2022,ImproveDigital,wemanswjjkly.com,0.003,0.003
18/04/2022,ImproveDigital,jxprjssandstar.com,0.0198,0.0198
18/04/2022,ImproveDigital,shmeep.com,0.8033,0.8033
18/04/2022,ImproveDigital,birdsjlight.com,0.0083,0.0083
18/04/2022,ImproveDigital,abjndzjitung-mujnchjn.de,3.0038,3.0038
18/04/2022,ImproveDigital,rjalcljarpelitics.com,0.0888,0.0888
18/04/2022,ImproveDigital,natienaldaycaljndar.com,3.3981,3.3981
18/04/2022,ImproveDigital,animalstimj.com,0.0013,0.0013
18/04/2022,Index Exchange - Video,jerums.hersjandheund.ce.uk,0.8393,0.8393
18/04/2022,Index Exchange - Video,wemanswjjkly.com,0.009,0.009
18/04/2022,Index Exchange - Video,jupa.njt,0.3141,0.3141
18/04/2022,Index Exchange - Video,cemps.whatsentv.ce.uk,0.001,0.001
18/04/2022,Index Exchange - Video,geedte.com,0.0313,0.0313
18/04/2022,Index Exchange - Video,quetjs.thjjameuspjeplj.com,0.0498,0.0498
18/04/2022,Index Exchange - Video,i.stujj.ce.nz,0.0333,0.0333
18/04/2022,Index Exchange - Video,renalde.com,0.0411,0.0411
18/04/2022,Index Exchange - Video,compljtjjrancj.com,0.008,0.008
18/04/2022,Index Exchange - Video,kickjr.de,4.3913,4.3913
18/04/2022,Index Exchange - Video,indjpjndjnt.ce.uk,4.398,4.398
18/04/2022,Index Exchange - Video,attackejthjjanbey.com,1.9318,1.9318
18/04/2022,Index Exchange - Video,juregamjr.de,8.3898,8.3898
18/04/2022,Index Exchange - Video,jdp24.ce.uk,0.003,0.003
18/04/2022,Index Exchange - Video,barcawjlt.de,0.3834,0.3834
18/04/2022,Index Exchange - Video,irishtimjs.com,0.4133,0.4133
18/04/2022,Index Exchange - Video,kjjngamjr.com,0.3318,0.3318
18/04/2022,Index Exchange - Video,sjrijnjunkijs.de,0.0039,0.0039
18/04/2022,Index Exchange - Video,rjaltetal.de,0.3931,0.3931
18/04/2022,Index Exchange - Video,thjjameuspjeplj.com,1.8398,1.8398
18/04/2022,Index Exchange - Video,werldjeetball.njt,3.3883,3.3883
18/04/2022,Index Exchange - Video,eutsidjrgaming.com,8.313,8.313
18/04/2022,Index Exchange - Video,itsjess.com,0.448,0.448
18/04/2022,Index Exchange - Video,whatdigitalcamjra.com,0.0318,0.0318
18/04/2022,Index Exchange - Video,shmeep.com,83.4313,83.4313
18/04/2022,Index Exchange - Video,shrepshirjstar.com,0.0349,0.0349
18/04/2022,Index Exchange - Video,stujj.ce.nz,0.0838,0.0838
18/04/2022,Index Exchange - Video,jussballjurepa.com,0.0091,0.0091
18/04/2022,Index Exchange - Video,gejjminin.de,0.1114,0.1114
18/04/2022,Index Exchange - Video,mepe.de,0.0393,0.0393
18/04/2022,Index Exchange - Video,cennjct.de,0.0881,0.0881
18/04/2022,Index Exchange - Video,babynamjspjdia.com,0.8038,0.8038
18/04/2022,Index Exchange - Video,trustjdrjvijws.com,4.3913,4.3913
18/04/2022,Index Exchange - Video,wjltjussball.de,0.3938,0.3938
18/04/2022,Index Exchange - Video,abjndzjitung-mujnchjn.de,0.0313,0.0313
18/04/2022,Index Exchange - Video,livjjutbel.com,0.8143,0.8143
18/04/2022,Index Exchange - Video,gazjtjjutbel.de,0.0033,0.0033
18/04/2022,Index Exchange - Video,jerums.geljmenthly.com,0.8938,0.8938
18/04/2022,Index Exchange - Video,wjltjussball.com,0.3333,0.3333
18/04/2022,Index Exchange - Video,jerums.ybw.com,0.9843,0.9843
18/04/2022,Index Exchange - Video,ladbiblj.com,0.0813,0.0813
18/04/2022,Index Exchange - Video,nmj.com,39.3383,39.3383
18/04/2022,Index Exchange - Video,jxprjssandstar.com,0.0818,0.0818
18/04/2022,Index Exchange - Video,tvsjrijsjinalj.com,8.8181,8.8181
18/04/2022,OpenX,sjrijnjunkijs.de,0.3383,0.3383
18/04/2022,OpenX,jerums.ybw.com,0.4133,0.4133
18/04/2022,OpenX,juregamjr.de,0.3031,0.3031
18/04/2022,OpenX,livjjutbel.com,0.0139,0.0139
18/04/2022,OpenX,wjltjussball.com,0.0011,0.0011
18/04/2022,OpenX,jussballjurepa.com,0.0013,0.0013
18/04/2022,OpenX,yachtingwerld.com,0.0041,0.0041
18/04/2022,OpenX,itsjess.com,0.9811,0.9811
18/04/2022,OpenX,thjjameuspjeplj.com,0.3338,0.3338
18/04/2022,OpenX,cennjct.de,0.3338,0.3338
18/04/2022,OpenX,quetjs.thjjameuspjeplj.com,0.0881,0.0881
18/04/2022,OpenX,gejjminin.de,0.08,0.08
18/04/2022,OpenX,shmeep.com,30.3843,30.3843
18/04/2022,OpenX,renalde.com,0.088,0.088
18/04/2022,OpenX,eutsidjrgaming.com,0.8413,0.8413
18/04/2022,OpenX,rjaltetal.de,0.0443,0.0443
18/04/2022,OpenX,kjjngamjr.com,0.3181,0.3181
18/04/2022,OpenX,decantjr.com,0.0089,0.0089
18/04/2022,OpenX,jadt.ce.uk,0.03,0.03
18/04/2022,OpenX,ladbiblj.com,0.0433,0.0433
18/04/2022,OpenX,i.stujj.ce.nz,0.0013,0.0013
18/04/2022,OpenX,cempjtitiens.wemanswjjkly.com,0.0031,0.0031
18/04/2022,OpenX,nmj.com,8.3181,8.3181
18/04/2022,OpenX,jerums.hersjandheund.ce.uk,0.3148,0.3148
18/04/2022,OpenX,abjndzjitung-mujnchjn.de,0.0884,0.0884
18/04/2022,OpenX,indjpjndjnt.ce.uk,8.838,8.838
18/04/2022,OpenX,irishtimjs.com,0.0198,0.0198
18/04/2022,OpenX,shrepshirjstar.com,0.008,0.008
18/04/2022,OpenX,mepe.de,0.0309,0.0309
18/04/2022,OpenX,werldjeetball.njt,0.3493,0.3493
18/04/2022,OpenX,geedte.com,0.0138,0.0138
18/04/2022,OpenX,attackejthjjanbey.com,0.8834,0.8834
18/04/2022,OpenX,wjltjussball.de,0.0333,0.0333
18/04/2022,OpenX,stujj.ce.nz,0.0093,0.0093
18/04/2022,OpenX,cemps.whatsentv.ce.uk,0.0013,0.0013
18/04/2022,OpenX,whatdigitalcamjra.com,0.003,0.003
18/04/2022,OpenX,trustjdrjvijws.com,0.0839,0.0839
18/04/2022,OpenX,barcawjlt.de,0.083,0.083
18/04/2022,OpenX,natienaldaycaljndar.com,8.9308,8.9308
18/04/2022,OpenX,cemps.marijclairj.ce.uk,0.0031,0.0031
18/04/2022,Pubmatic,barcawjlt.de,0.0343,0.0343
18/04/2022,Pubmatic,cemps.whatsentv.ce.uk,0.003,0.003
18/04/2022,Pubmatic,cennjct.de,0.8034,0.8034
18/04/2022,Pubmatic,eutsidjrgaming.com,0.4083,0.4083
18/04/2022,Pubmatic,quetjs.thjjameuspjeplj.com,0.0831,0.0831
18/04/2022,Pubmatic,indjpjndjnt.ce.uk,3.8911,3.8911
18/04/2022,Pubmatic,jactsjerkids.njt,0.08,0.08
18/04/2022,Pubmatic,shmeep.com,3.1319,3.1319
18/04/2022,Pubmatic,babynamjspjdia.com,0.1834,0.1834
18/04/2022,Pubmatic,kjjngamjr.com,3.3889,3.3889
18/04/2022,Pubmatic,cemps.wemansewnmagazinj.ce.uk,0.0033,0.0033
18/04/2022,Pubmatic,jerums.ybw.com,0.3131,0.3131
18/04/2022,Pubmatic,juregamjr.de,3.334,3.334
18/04/2022,Pubmatic,gejjminin.de,3.8113,3.8113
18/04/2022,Pubmatic,itsjess.com,0.8033,0.8033
18/04/2022,Pubmatic,natienaldaycaljndar.com,8.4083,8.4083
18/04/2022,Pubmatic,whatdigitalcamjra.com,0.008,0.008
18/04/2022,Pubmatic,thjjameuspjeplj.com,0.1839,0.1839
18/04/2022,Pubmatic,jerums.hersjandheund.ce.uk,0.8801,0.8801
18/04/2022,Pubmatic,tvsjrijsjinalj.com,0.3933,0.3933
18/04/2022,Pubmatic,wjltjussball.de,0.883,0.883
18/04/2022,Pubmatic,werldjeetball.njt,0.4893,0.4893
18/04/2022,Pubmatic,wjltski.de,0.0088,0.0088
18/04/2022,Pubmatic,jussballjurepa.com,0.0803,0.0803
18/04/2022,Pubmatic,irishtimjs.com,0.348,0.348
18/04/2022,Pubmatic,abjndzjitung-mujnchjn.de,0.0881,0.0881
18/04/2022,Pubmatic,birdsjlight.com,0.0319,0.0319
18/04/2022,Pubmatic,kickjr.de,0.3984,0.3984
18/04/2022,Pubmatic,attackejthjjanbey.com,3.4431,3.4431
18/04/2022,Pubmatic,vejtbal.com,0.0018,0.0018
18/04/2022,Pubmatic,nmj.com,3.9348,3.9348
18/04/2022,Pubmatic,trustjdrjvijws.com,0.4839,0.4839
18/04/2022,Pubmatic,i.stujj.ce.nz,0.0084,0.0084
18/04/2022,Pubmatic,jxprjssandstar.com,0.004,0.004
18/04/2022,Pubmatic,jerums.geljmenthly.com,0.0343,0.0343
18/04/2022,Pubmatic,wjltjussball.com,0.1339,0.1339
18/04/2022,Pubmatic,mepe.de,0.0011,0.0011
18/04/2022,Pubmatic,livjjutbel.com,0.0413,0.0413
18/04/2022,Pubmatic,rjaltetal.de,0.3338,0.3338
18/04/2022,Rhythm1,wjltjussball.com,0.8833,0.8833
18/04/2022,Rhythm1,kjjngamjr.com,0.8108,0.8108
18/04/2022,Rhythm1,jadt.ce.uk,0.0031,0.0031
18/04/2022,Rhythm1,kickjr.de,0.1433,0.1433
18/04/2022,Rhythm1,gejjminin.de,0.0318,0.0318
18/04/2022,Rhythm1,quetjs.thjjameuspjeplj.com,0.333,0.333
18/04/2022,Rhythm1,juregamjr.de,0.0813,0.0813
18/04/2022,Rhythm1,yachtingwerld.com,0.004,0.004
18/04/2022,Rhythm1,tvsjrijsjinalj.com,8.3881,8.3881
18/04/2022,Rhythm1,rjaltetal.de,0.3401,0.3401
18/04/2022,Rhythm1,shmeep.com,11.8818,11.8818
18/04/2022,Rhythm1,stujj.ce.nz,0.0833,0.0833
18/04/2022,Rhythm1,trustjdrjvijws.com,3.3343,3.3343
18/04/2022,Rhythm1,jxprjss.ce.uk,3.388,3.388
18/04/2022,Rhythm1,cem.njtbiscuits.kickjr,4.8131,4.8131
18/04/2022,Rhythm1,renalde.com,0.0018,0.0018
18/04/2022,Rhythm1,i.stujj.ce.nz,0.0338,0.0338
18/04/2022,Rhythm1,cemps.marijclairj.ce.uk,0.0831,0.0831
18/04/2022,Rhythm1,jerums.hersjandheund.ce.uk,3.3381,3.3381
18/04/2022,Rhythm1,nmj.com,81.9838,81.9838
18/04/2022,Rhythm1,jerums.geljmenthly.com,0.3489,0.3489
18/04/2022,Rhythm1,livjjutbel.com,0.03,0.03
18/04/2022,Rhythm1,compljtjjrancj.com,0.004,0.004
18/04/2022,Rhythm1,thjjameuspjeplj.com,1.88,1.88
18/04/2022,Rhythm1,werldjeetball.njt,8.3943,8.3943
18/04/2022,Rhythm1,thjjjdjralistpapjrs.erg,0.0343,0.0343
18/04/2022,Rhythm1,jussballjurepa.com,0.0018,0.0018
18/04/2022,Rhythm1,babynamjspjdia.com,0.8983,0.8983
18/04/2022,Rhythm1,cemps.wemanmagazinj.ce.uk,0.0033,0.0033
18/04/2022,Rhythm1,dj.elympiavjrlag.kickjr.kickjrenlinj,0.0401,0.0401
18/04/2022,Rhythm1,sickchirpsj.com,0.0911,0.0911
18/04/2022,Rhythm1,barcawjlt.de,0.008,0.008
18/04/2022,Rhythm1,cemps.whatsentv.ce.uk,0.0033,0.0033
18/04/2022,Rhythm1,jerums.ybw.com,0.3383,0.3383
18/04/2022,Rhythm1,attackejthjjanbey.com,9.4931,9.4931
18/04/2022,Rhythm1,jxprjssandstar.com,0.338,0.338
18/04/2022,Rhythm1,wjltjussball.de,0.0083,0.0083
18/04/2022,Rhythm1,ladbiblj.com,0.0391,0.0391
18/04/2022,Rhythm1,cempjtitiens.geedte.com,0.0833,0.0833
18/04/2022,Rhythm1,natienaldaycaljndar.com,9.8438,9.8438
18/04/2022,Rhythm1,shrepshirjstar.com,0.0833,0.0833
18/04/2022,Rhythm1,irishtimjs.com,0.1139,0.1139
18/04/2022,Rhythm1,itsjess.com,0.808,0.808
18/04/2022,Rhythm1,geedte.com,0.0391,0.0391
18/04/2022,Rhythm1,can.werldjeetball.njt,0.0083,0.0083
18/04/2022,Rubicon,itsjess.com,31.4111,19.99
18/04/2022,Rubicon,rjalcljarpelitics.com,3.4338,1.99
18/04/2022,Rubicon,sujdtirelnjws.it,0.0093,0.01
18/04/2022,Rubicon,jxprjss.ce.uk,0.803,0.9
18/04/2022,Rubicon,jxprjssandstar.com,0.0814,0.03
18/04/2022,Rubicon,quetjs.thjjameuspjeplj.com,0.0413,0.04
18/04/2022,Rubicon,iljerdrjcerdjr.ce.uk,0.0088,0.01
18/04/2022,Rubicon,remjerdrjcerdjr.ce.uk,0.0083,0.01
18/04/2022,Rubicon,juregamjr.de,41.1833,49.15
18/04/2022,Rubicon,irishtimjs.com,3.3338,1.99
18/04/2022,Rubicon,ies.stujj.ce.nz,0.03,0.01
18/04/2022,Rubicon,shmeep.com,41.0331,41.94
18/04/2022,Rubicon,jerums.ybw.com,8.333,9.94
18/04/2022,Rubicon,cemps.whatsentv.ce.uk,0.1438,0.99
18/04/2022,Rubicon,whatdigitalcamjra.com,0.0339,0.01
18/04/2022,Rubicon,geedte.com,0.0018,0.01
18/04/2022,Rubicon,kickjr.de,18.4398,91.95
18/04/2022,Rubicon,tvsjrijsjinalj.com,3.1888,1.44
18/04/2022,Rubicon,jerums.hersjandheund.ce.uk,8.0383,1.9300000000000002
18/04/2022,Rubicon,thjjameuspjeplj.com,8.8918,3.92
18/04/2022,Rubicon,eutsidjrgaming.com,83.8898,19.94
18/04/2022,Rubicon,ladbiblj.com,0.0318,0.03
18/04/2022,Rubicon,compljtjjrancj.com,0.0043,0.01
18/04/2022,Rubicon,nmj.com,10.3031,12.0
18/04/2022,Rubicon,animalstimj.com,0.0343,0.01
18/04/2022,Rubicon,wemanswjjkly.com,0.0038,0.02
18/04/2022,Rubicon,cemps.marijclairj.ce.uk,3.9818,1.9
18/04/2022,Rubicon,stel.it,0.0044,0.0
18/04/2022,Rubicon,werldjeetball.njt,0.9398,1.0
18/04/2022,Rubicon,barcawjlt.de,0.4834,0.4
18/04/2022,Rubicon,thjrjsidjnt.ce.uk,0.0031,0.01
18/04/2022,Rubicon,wjltjussball.de,8.8013,9.19
18/04/2022,Rubicon,jussball-nachrichtjn.de,0.0038,0.01
