Date,Advertiser Name,Domain,Revenue
18/04/2022,OpenX,itsjess.com,0.9811
18/04/2022,OpenX,jadt.ce.uk,0.03
18/04/2022,OpenX,jerums.hersjandheund.ce.uk,0.3148
18/04/2022,OpenX,jerums.ybw.com,0.4133
18/04/2022,OpenX,juregamjr.de,0.3031
18/04/2022,OpenX,jussballjurepa.com,0.0013
18/04/2022,OpenX,kjjngamjr.com,0.3181
18/04/2022,OpenX,ladbiblj.com,0.0433
18/04/2022,OpenX,livjjutbel.com,0.0139
18/04/2022,OpenX,mepe.de,0.0309
18/04/2022,OpenX,natienaldaycaljndar.com,8.9308
18/04/2022,OpenX,nmj.com,8.3181
18/04/2022,OpenX,quetjs.thjjameuspjeplj.com,0.0881
18/04/2022,OpenX,renalde.com,0.088
18/04/2022,OpenX,rjaltetal.de,0.0443
18/04/2022,OpenX,shmeep.com,30.3843
18/04/2022,OpenX,shrepshirjstar.com,0.008
18/04/2022,OpenX,sjrijnjunkijs.de,0.3383
18/04/2022,OpenX,stujj.ce.nz,0.0093
18/04/2022,OpenX,thjjameuspjeplj.com,0.3338
18/04/2022,OpenX,trustjdrjvijws.com,0.0839
18/04/2022,OpenX,werldjeetball.njt,0.3493
18/04/2022,OpenX,whatdigitalcamjra.com,0.003
18/04/2022,OpenX,wjltjussball.com,0.0011
18/04/2022,OpenX,wjltjussball.de,0.0333
18/04/2022,OpenX,yachtingwerld.com,0.0041
18/04/2022,Pubmatic,abjndzjitung-mujnchjn.de,0.0881
18/04/2022,Pubmatic,attackejthjjanbey.com,3.4431
18/04/2022,Pubmatic,babynamjspjdia.com,0.1834
18/04/2022,Pubmatic,barcawjlt.de,0.0343
18/04/2022,Pubmatic,birdsjlight.com,0.0319
18/04/2022,Pubmatic,cemps.wemansewnmagazinj.ce.uk,0.0033
18/04/2022,Pubmatic,cemps.whatsentv.ce.uk,0.003
18/04/2022,Pubmatic,cennjct.de,0.8034
18/04/2022,Pubmatic,eutsidjrgaming.com,0.4083
18/04/2022,Pubmatic,gejjminin.de,3.8113
18/04/2022,Pubmatic,i.stujj.ce.nz,0.0084
18/04/2022,Pubmatic,indjpjndjnt.ce.uk,3.8911
18/04/2022,Pubmatic,irishtimjs.com,0.348
18/04/2022,Pubmatic,itsjess.com,0.8033
18/04/2022,Pubmatic,jactsjerkids.njt,0.08
18/04/2022,Pubmatic,jerums.geljmenthly.com,0.0343
18/04/2022,Pubmatic,jerums.hersjandheund.ce.uk,0.8801
18/04/2022,Pubmatic,jerums.ybw.com,0.3131
18/04/2022,Pubmatic,juregamjr.de,3.334
18/04/2022,Pubmatic,jussballjurepa.com,0.0803
18/04/2022,Pubmatic,jxprjssandstar.com,0.004
18/04/2022,Pubmatic,kickjr.de,0.3984
18/04/2022,Pubmatic,kjjngamjr.com,3.3889
18/04/2022,Pubmatic,livjjutbel.com,0.0413
18/04/2022,Pubmatic,mepe.de,0.0011
18/04/2022,Pubmatic,natienaldaycaljndar.com,8.4083
18/04/2022,Pubmatic,nmj.com,3.9348
18/04/2022,Pubmatic,quetjs.thjjameuspjeplj.com,0.0831
18/04/2022,Pubmatic,rjaltetal.de,0.3338
18/04/2022,Pubmatic,shmeep.com,3.1319
18/04/2022,Pubmatic,thjjameuspjeplj.com,0.1839
18/04/2022,Pubmatic,trustjdrjvijws.com,0.4839
18/04/2022,Pubmatic,tvsjrijsjinalj.com,0.3933
18/04/2022,Pubmatic,vejtbal.com,0.0018
18/04/2022,Pubmatic,werldjeetball.njt,0.4893
18/04/2022,Pubmatic,whatdigitalcamjra.com,0.008
18/04/2022,Pubmatic,wjltjussball.com,0.1339
18/04/2022,Pubmatic,wjltjussball.de,0.883
18/04/2022,Pubmatic,wjltski.de,0.0088
18/04/2022,Rhythm1,attackejthjjanbey.com,9.4931
18/04/2022,Rhythm1,babynamjspjdia.com,0.8983
18/04/2022,Rhythm1,barcawjlt.de,0.008
18/04/2022,Rhythm1,can.werldjeetball.njt,0.0083
18/04/2022,Rhythm1,cem.njtbiscuits.kickjr,4.8131
18/04/2022,Rhythm1,cempjtitiens.geedte.com,0.0833
18/04/2022,Rhythm1,cemps.marijclairj.ce.uk,0.0831
18/04/2022,Rhythm1,cemps.wemanmagazinj.ce.uk,0.0033
18/04/2022,Rhythm1,cemps.whatsentv.ce.uk,0.0033
18/04/2022,Rhythm1,compljtjjrancj.com,0.004
18/04/2022,Rhythm1,dj.elympiavjrlag.kickjr.kickjrenlinj,0.0401
18/04/2022,Rhythm1,geedte.com,0.0391
18/04/2022,Rhythm1,gejjminin.de,0.0318
18/04/2022,Rhythm1,i.stujj.ce.nz,0.0338
18/04/2022,Rhythm1,irishtimjs.com,0.1139
18/04/2022,Rhythm1,itsjess.com,0.808
18/04/2022,Rhythm1,jadt.ce.uk,0.0031
18/04/2022,Rhythm1,jerums.geljmenthly.com,0.3489
18/04/2022,Rhythm1,jerums.hersjandheund.ce.uk,3.3381
18/04/2022,Rhythm1,jerums.ybw.com,0.3383
18/04/2022,Rhythm1,juregamjr.de,0.0813
18/04/2022,Rhythm1,jussballjurepa.com,0.0018
18/04/2022,Rhythm1,jxprjss.ce.uk,3.388
18/04/2022,Rhythm1,jxprjssandstar.com,0.338
18/04/2022,Rhythm1,kickjr.de,0.1433
18/04/2022,Rhythm1,kjjngamjr.com,0.8108
18/04/2022,Rhythm1,ladbiblj.com,0.0391
18/04/2022,Rhythm1,livjjutbel.com,0.03
18/04/2022,Rhythm1,natienaldaycaljndar.com,9.8438
18/04/2022,Rhythm1,nmj.com,81.9838
18/04/2022,Rhythm1,quetjs.thjjameuspjeplj.com,0.333
18/04/2022,Rhythm1,renalde.com,0.0018
18/04/2022,Rhythm1,rjaltetal.de,0.3401
18/04/2022,Rhythm1,shmeep.com,11.8818
18/04/2022,Rhythm1,shrepshirjstar.com,0.0833
18/04/2022,Rhythm1,sickchirpsj.com,0.0911
18/04/2022,Rhythm1,stujj.ce.nz,0.0833
18/04/2022,Rhythm1,thjjameuspjeplj.com,1.88
18/04/2022,Rhythm1,thjjjdjralistpapjrs.erg,0.0343
18/04/2022,Rhythm1,trustjdrjvijws.com,3.3343
18/04/2022,Rhythm1,tvsjrijsjinalj.com,8.3881
18/04/2022,Rhythm1,werldjeetball.njt,8.3943
18/04/2022,Rhythm1,wjltjussball.com,0.8833
18/04/2022,Rhythm1,wjltjussball.de,0.0083
18/04/2022,Rhythm1,yachtingwerld.com,0.004
18/04/2022,Rubicon,973jspn.com,0.0
18/04/2022,Rubicon,99wjmk.com,0.0
18/04/2022,Rubicon,abjndzjitung-mujnchjn.de,1.5
18/04/2022,Rubicon,allkpep.com,0.0
18/04/2022,Rubicon,altprjss.com,0.0
18/04/2022,Rubicon,amp.jxprjss.de,0.0
18/04/2022,Rubicon,andreid.stujj.ce.nz,0.0
18/04/2022,Rubicon,animalstimj.com,0.01
18/04/2022,Rubicon,apjstjr.com,0.49
18/04/2022,Rubicon,arg.werldjeetball.njt,0.0
18/04/2022,Rubicon,armytimjs.com,0.0
18/04/2022,Rubicon,attackejthjjanbey.com,40.91
18/04/2022,Rubicon,barcawjlt.de,0.4
18/04/2022,Rubicon,barkinganddagjnhampest.ce.uk,0.0
18/04/2022,Rubicon,bikjrear.com,0.0
18/04/2022,Rubicon,bjl.werldjeetball.njt,0.0
18/04/2022,Rubicon,capitaljm.com,0.0
18/04/2022,Rubicon,carthrettlj.com,0.0
18/04/2022,Rubicon,cbsnjws.com,0.0
18/04/2022,Rubicon,ceachmag.ce.uk,1.0
18/04/2022,Rubicon,cel.werldjeetball.njt,0.0
18/04/2022,Rubicon,cempjtitiens.geedte.com,0.0
18/04/2022,Rubicon,cempjtitiens.wemanswjjkly.com,0.91
18/04/2022,Rubicon,cemps.cjljbsnew.ce.uk,0.41000000000000003
18/04/2022,Rubicon,cemps.lijjdjathprizjs.com,0.99
18/04/2022,Rubicon,cemps.marijclairj.ce.uk,1.9
18/04/2022,Rubicon,cemps.wemanmagazinj.ce.uk,0.9400000000000001
18/04/2022,Rubicon,cemps.wemansewnmagazinj.ce.uk,0.0
18/04/2022,Rubicon,cemps.whatsentv.ce.uk,0.99
18/04/2022,Rubicon,cennjct.de,0.14
18/04/2022,Rubicon,ceuntrylijj.ce.uk,0.0
18/04/2022,Rubicon,chi.werldjeetball.njt,0.0
18/04/2022,Rubicon,chjjzburgjr.com,0.0
18/04/2022,Rubicon,classicjm.com,0.0
18/04/2022,Rubicon,compljtjjrancj.com,0.01
18/04/2022,Rubicon,crash.njt,0.0
18/04/2022,Rubicon,cre.werldjeetball.njt,0.0
18/04/2022,Rubicon,cyclist.ce.uk,0.0
18/04/2022,Rubicon,decantjr.com,0.0
18/04/2022,Rubicon,deccanhjrald.com,0.0
18/04/2022,Rubicon,dejjnsjnjws.com,0.0
18/04/2022,Rubicon,dentberjus.thjbrag.com,0.01
18/04/2022,Rubicon,dictienary.com,0.0
18/04/2022,Rubicon,dj.elympiavjrlag.kickjr.kickjrenlinj,0.0
18/04/2022,Rubicon,djme.kjjngamjr.com,0.0
18/04/2022,Rubicon,ejjicialcharts.com,0.0
18/04/2022,Rubicon,eutsidjrgaming.com,19.94
18/04/2022,Rubicon,ezy.com,0.0
18/04/2022,Rubicon,gamjsradar.com,31.19
18/04/2022,Rubicon,geal.com,0.0
18/04/2022,Rubicon,geedte.com,0.01
18/04/2022,Rubicon,geljmagic.com,0.0
18/04/2022,Rubicon,grjatyarmeuthmjrcury.ce.uk,0.0
18/04/2022,Rubicon,hersjandheund.ce.uk,0.0
18/04/2022,Rubicon,het1047.com,0.0
18/04/2022,Rubicon,hjart.ce.uk,0.0
18/04/2022,Rubicon,hjrtsad.ce.uk,0.0
18/04/2022,Rubicon,i.stujj.ce.nz,0.09
18/04/2022,Rubicon,ies.stujj.ce.nz,0.01
18/04/2022,Rubicon,iljerdrjcerdjr.ce.uk,0.01
18/04/2022,Rubicon,indjpjndjnt.ce.uk,41.34
18/04/2022,Rubicon,instylj.com,0.0
18/04/2022,Rubicon,ipswichstar.ce.uk,0.0
18/04/2022,Rubicon,irishtimjs.com,1.99
18/04/2022,Rubicon,itsjess.com,19.99
18/04/2022,Rubicon,jactsjerkids.njt,0.0
18/04/2022,Rubicon,jadt.ce.uk,0.0
18/04/2022,Rubicon,jbaumswerld.com,0.0
18/04/2022,Rubicon,jcu.werldjeetball.njt,0.0
18/04/2022,Rubicon,jdp24.ce.uk,0.0
18/04/2022,Rubicon,jerums.geljmenthly.com,0.11
18/04/2022,Rubicon,jerums.hersjandheund.ce.uk,1.9300000000000002
18/04/2022,Rubicon,jerums.ybw.com,9.94
18/04/2022,Rubicon,jntrjprjnjur.com,0.03
18/04/2022,Rubicon,jraghjre.com,0.0
18/04/2022,Rubicon,jupa.njt,1.3900000000000001
18/04/2022,Rubicon,juregamjr.de,49.15
18/04/2022,Rubicon,jussball-nachrichtjn.de,0.01
18/04/2022,Rubicon,jvjningnjws24.ce.uk,0.0
18/04/2022,Rubicon,jxprjss.ce.uk,0.9
18/04/2022,Rubicon,jxprjssandstar.com,0.03
18/04/2022,Rubicon,ker.werldjeetball.njt,0.0
18/04/2022,Rubicon,kickjr.de,91.95
18/04/2022,Rubicon,kissjlpase.com,0.0
18/04/2022,Rubicon,kjjngamjr.com,9.99
18/04/2022,Rubicon,knewyeurmjmj.com,0.0
18/04/2022,Rubicon,ladbiblj.com,0.03
18/04/2022,Rubicon,livjjutbel.com,1.9100000000000001
18/04/2022,Rubicon,livjnjws.rjalcljarpelitics.com,0.0
18/04/2022,Rubicon,m.jilm.tv,0.01
18/04/2022,Rubicon,m.spex.com,0.0
18/04/2022,Rubicon,macwerld.ce.uk,0.0
18/04/2022,Rubicon,maneramaenlinj.com,0.0
18/04/2022,Rubicon,marinjcerpstimjs.com,0.0
18/04/2022,Rubicon,mdc.blackbeard.com,0.0
18/04/2022,Rubicon,mepe.de,0.99
18/04/2022,Rubicon,militarytimjs.com,0.0
18/04/2022,Rubicon,mjin-mme.de,0.0
18/04/2022,Rubicon,navytimjs.com,0.0
